LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override
Nafada,Alkaleri,0.221772507,0.221772507,0.539,0,-1,2018,-1
Nangere,Darazo,0.036666666,0.036666666,0.539,0,-1,2018,-1
Nasarawa1,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018,-1
Nasarawa2,Alkaleri,0.402694173,0.402694173,0.539,0,-1,2018,-1
Nasarawa-Eggon,Keana,0.194905934,0.194905934,0.539,0,-1,2018,-1
Ndokwa East,Ahoada West,0.271107599,0.271107599,0.539,0,-1,2018,-1
Ndokwa West,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Nembe,Ahoada West,0.275,0.275,0.539,0,-1,2018,-1
Ngala,Taura,0.192420845,0.192420845,0.539,0,-1,2018,-1
Nganzai,Gawabawa,0.117294588,0.117294588,0.539,0,-1,2018,-1
Ngaski,Owan East,0.664720048,0.664720048,0.539,0,-1,2018,-1
Ngor-Okpala,Ngor-Okpala,0.611111112,0.611111112,0.539,0,-1,2018,-1
Nguru,Taura,0.192420845,0.192420845,0.539,0,-1,2018,-1
Ningi,Takali,0.094501706,0.094501706,0.539,0,-1,2018,-1
Njaba,Ngor-Okpala,0.88,0.88,0.539,0,-1,2018,-1
Njikoka,Uzo-Uwani,0.733333334,0.733333334,0.539,0,-1,2018,-1
Nkanu East,Owan East,0.490863176,0.490863176,0.539,0,-1,2018,-1
Nkanu West,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018,-1
Nkwerre,Ngor-Okpala,0.275,0.275,0.539,0,-1,2018,-1
Nnewi North,Oru West,0.452185171,0.452185171,0.539,0,-1,2018,-1
Nnewi South,Oru West,0.631271495,0.631271495,0.539,0,-1,2018,-1
Nsit Atai,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018,-1
Nsit Ibom,Nsit Ubium,0.275,0.275,0.539,0,-1,2018,-1
Nsit Ubium,Nsit Ubium,0.471428572,0.471428572,0.539,0,-1,2018,-1
Nsukka,Uzo-Uwani,0.445857998,0.445857998,0.539,0,-1,2018,-1
Numan,Alkaleri,0.711764706,0.711764706,0.539,0,-1,2018,-1
Nwangele,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Obafemi-Owode,Owan East,0.501010726,0.501010726,0.539,0,-1,2018,-1
Obanliku,Obubra,0.451107239,0.451107239,0.539,0,-1,2018,-1
Obi Nwa,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Obi1,Keana,0.194905934,0.194905934,0.539,0,-1,2018,-1
Obi2,Keana,0.194905934,0.194905934,0.539,0,-1,2018,-1
Obia-Akpor,Ahoada West,0.234832173,0.234832173,0.539,0,-1,2018,-1
Obokun,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Obot Akara,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Obowo,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Obubra,Obubra,0.451107239,0.451107239,0.539,0,-1,2018,-1
Obudu,Obubra,0.451107239,0.451107239,0.539,0,-1,2018,-1
Odeda,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Odigbo,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Odogbolu,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Odo-Otin,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Odukpani,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Offa,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Ofu,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Ogbadibo,Ahoada West,0.149247155,0.149247155,0.539,0,-1,2018,-1
Ogba-Egbema-Ndoni,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Ogbaru,Ahoada West,0.733333334,0.733333334,0.539,0,-1,2018,-1
Ogbia,Ahoada West,0.271107599,0.271107599,0.539,0,-1,2018,-1
Ogbomosho North,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Ogbomosho South,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Ogo Oluwa,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Ogoja,Obubra,0.451107239,0.451107239,0.539,0,-1,2018,-1
Ogori-Mangongo,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Ogu-Bolo,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018,-1
Ogun waterside,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Oguta,Oru West,0.55,0.55,0.539,0,-1,2018,-1
Ohafia,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Ohaji-Egbema,Oru West,0.513574283,0.513574283,0.539,0,-1,2018,-1
Ohaozara,Obubra,0.758467736,0.758467736,0.539,0,-1,2018,-1
Ohaukwu,Owan East,0.275,0.275,0.539,0,-1,2018,-1
Ohimini,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Oji-River,Oru West,0.452185171,0.452185171,0.539,0,-1,2018,-1
Ojo,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Oju,Oke-Ero,0.073054159,0.073054159,0.539,0,-1,2018,-1
Oke-Ero,Oke-Ero,0.44,0.44,0.539,0,-1,2018,-1
Okehi,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Okene,Owan East,0.080373544,0.080373544,0.539,0,-1,2018,-1
Okigwe,Ngor-Okpala,0.366666666,0.366666666,0.539,0,-1,2018,-1
Okitipupa,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Okobo,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018,-1
Okpe,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Okpokwu,Akinyele,0.157142857,0.157142857,0.539,0,-1,2018,-1
Okrika,Nsit Ubium,0.617416924,0.617416924,0.539,0,-1,2018,-1
Olamabolo,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Ola-oluwa,Owan East,0.366666666,0.366666666,0.539,0,-1,2018,-1
Olorunda,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Olorunsogo,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Oluyole,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Omala,Keana,0.194905934,0.194905934,0.539,0,-1,2018,-1
Omumma,Ngor-Okpala,0.07811201,0.07811201,0.539,0,-1,2018,-1
Ona-Ara,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Ondo East,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Ondo West,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Onicha,Obubra,0.413259675,0.413259675,0.539,0,-1,2018,-1
Onitsha North,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018,-1
Onitsha South,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018,-1
Onna,Nsit Ubium,0.395102003,0.395102003,0.539,0,-1,2018,-1
Opobo-Nkoro,Nsit Ubium,0.671483902,0.671483902,0.539,0,-1,2018,-1
Oredo,Uzo-Uwani,0.348880699,0.348880699,0.539,0,-1,2018,-1
Orelope,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Orhionmwon,Uzo-Uwani,0.200373726,0.200373726,0.539,0,-1,2018,-1
Ori Ire,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Oriade,Oke-Ero,0.373472684,0.373472684,0.539,0,-1,2018,-1
Orlu,Oru West,0.275,0.275,0.539,0,-1,2018,-1
Orolu,Oke-Ero,0.333333416,0.333333416,0.539,0,-1,2018,-1
Oron,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018,-1
Orsu,Oru West,0.283427525,0.283427525,0.539,0,-1,2018,-1
Oru East,Oru West,0.452185171,0.452185171,0.539,0,-1,2018,-1
Oru West,Oru West,0.476480976,0.476480976,0.539,0,-1,2018,-1
Oruk Anam,Nsit Ubium,0.322222262,0.322222262,0.539,0,-1,2018,-1
Orumba North,Oru West,0.52884612,0.52884612,0.539,0,-1,2018,-1
Orumba South,Oru West,0.452185171,0.452185171,0.539,0,-1,2018,-1
Ose,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Oshimili North,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018,-1
Oshimili South,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018,-1
Oshodi-Isolo,Uzo-Uwani,0.275,0.275,0.539,0,-1,2018,-1
Osisioma Ngwa,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Osogbo,Owan East,0.55,0.55,0.539,0,-1,2018,-1
Oturkpo,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Ovia North East,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Ovia South West,Akinyele,0.157142857,0.157142857,0.539,0,-1,2018,-1
Owan East,Owan East,0.22,0.22,0.539,0,-1,2018,-1
Owan West,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Owerri North,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Owerri West,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Owerri-Municipal,Oru West,0.452185171,0.452185171,0.539,0,-1,2018,-1
Owo,Owan East,0.160183733,0.160183733,0.539,0,-1,2018,-1
Oye,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Oyi,Uzo-Uwani,0.862069,0.862069,0.539,0,-1,2018,-1
Oyigbo,Nsit Ubium,0.55,0.55,0.539,0,-1,2018,-1
Oyo East,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Oyo West,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Oyun,Oke-Ero,0.564957159,0.564957159,0.539,0,-1,2018,-1
Pailoro,Oke-Ero,0.231269733,0.231269733,0.539,0,-1,2018,-1
Pankshin,Alkaleri,0.366666666,0.366666666,0.539,0,-1,2018,-1
Patani,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Pategi,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Port-Harcourt,Ahoada West,0.337383187,0.337383187,0.539,0,-1,2018,-1
Potiskum,Darazo,0.015378438,0.015378438,0.539,0,-1,2018,-1
Qua'an Pan,Keana,0.13780759,0.13780759,0.539,0,-1,2018,-1
Rabah,Gawabawa,0.366666666,0.366666666,0.539,0,-1,2018,-1
Rafi,Oke-Ero,0.54606672,0.54606672,0.539,0,-1,2018,-1
Rano,Gwarzo,0.244444444,0.244444444,0.539,0,-1,2018,-1
Remo North,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Rijau,Alkaleri,0.99,0.99,0.539,0,-1,2018,-1
Rimi,Rimi,0.230995129,0.230995129,0.539,0,-1,2018,-1
Rimin Gado,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018,-1
Ringim,Taura,0.366666666,0.366666666,0.539,0,-1,2018,-1
Riyom,Soba,0.022544159,0.022544159,0.539,0,-1,2018,-1
Rogo,Gwarzo,0.366666666,0.366666666,0.539,0,-1,2018,-1
Roni,Babura,0.384205095,0.384205095,0.539,0,-1,2018,-1
Sabon Birni,Gawabawa,0.136253745,0.136253745,0.539,0,-1,2018,-1
Sabon-Gari,Soba,0.060152474,0.060152474,0.539,0,-1,2018,-1
Sabuwa,Giwa,0.55,0.55,0.539,0,-1,2018,-1
Safana,Babura,0.488888888,0.488888888,0.539,0,-1,2018,-1
Sagbama,Ahoada West,0.460607382,0.460607382,0.539,0,-1,2018,-1
Sakaba,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018,-1
Saki East,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Saki West,Akinyele,0.170418859,0.170418859,0.539,0,-1,2018,-1
Sandamu,Rimi,0.230995129,0.230995129,0.539,0,-1,2018,-1
Sanga,Soba,0.022544159,0.022544159,0.539,0,-1,2018,-1
Sapele,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Sardauna,Oru West,0.227220534,0.227220534,0.539,0,-1,2018,-1
Shagamu,Uzo-Uwani,0.499442962,0.499442962,0.539,0,-1,2018,-1
Shagari,Birnin Kebbi,0.165,0.165,0.539,0,-1,2018,-1
Shanga,Birnin Kebbi,0.942857143,0.942857143,0.539,0,-1,2018,-1
Shani,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018,-1
Shanono,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018,-1
Shelleng,Darazo,0.374206742,0.374206742,0.539,0,-1,2018,-1
Shendam,Keana,0.151964458,0.151964458,0.539,0,-1,2018,-1
Shinkafi,Rimi,0.230995129,0.230995129,0.539,0,-1,2018,-1
Shira,Takali,0.227027027,0.227027027,0.539,0,-1,2018,-1
Shiroro,Oke-Ero,0.469045518,0.469045518,0.539,0,-1,2018,-1
Shomgom,Alkaleri,0.155545272,0.155545272,0.539,0,-1,2018,-1
Shomolu,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Silame,Gawabawa,0.091666666,0.091666666,0.539,0,-1,2018,-1
Soba,Soba,0.022544159,0.022544159,0.539,0,-1,2018,-1
Sokoto North,Gawabawa,0.183333334,0.183333334,0.539,0,-1,2018,-1
Sokoto South,Birnin Kebbi,0.464481248,0.464481248,0.539,0,-1,2018,-1
Song,Darazo,0.336285715,0.336285715,0.539,0,-1,2018,-1
Southern Ijaw,Ahoada West,0.271107599,0.271107599,0.539,0,-1,2018,-1
Suleja,Babura,0.405263158,0.405263158,0.539,0,-1,2018,-1
Sule-Tankarkar,Giwa,0.356236309,0.356236309,0.539,0,-1,2018,-1
Sumaila,Takali,0.6875,0.6875,0.539,0,-1,2018,-1
Suru,Birnin Kebbi,0.586666666,0.586666666,0.539,0,-1,2018,-1
Surulere1,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Surulere2,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Tafa,Oke-Ero,0.55,0.55,0.539,0,-1,2018,-1
Tafawa-Balewa,Alkaleri,0.254327697,0.254327697,0.539,0,-1,2018,-1
Tai,Nsit Ubium,0.085762728,0.085762728,0.539,0,-1,2018,-1
Takali,Takali,0.295061478,0.295061478,0.539,0,-1,2018,-1
Takum,Keana,0.166506437,0.166506437,0.539,0,-1,2018,-1
Talata Mafara,Darazo,0.125808184,0.125808184,0.539,0,-1,2018,-1
Tambuwal,Birnin Kebbi,0.076224256,0.076224256,0.539,0,-1,2018,-1
Tangaza,Gawabawa,0.117294588,0.117294588,0.539,0,-1,2018,-1
Tarauni,Alkaleri,0.892126,0.892126,0.539,0,-1,2018,-1
Tarka,Keana,0.194905934,0.194905934,0.539,0,-1,2018,-1
Tarmua,Rimi,0.230995129,0.230995129,0.539,0,-1,2018,-1
Taura,Taura,0.452941177,0.452941177,0.539,0,-1,2018,-1
Tofa,Taura,0.253846154,0.253846154,0.539,0,-1,2018,-1
Toro,Giwa,0.225079589,0.225079589,0.539,0,-1,2018,-1
Toto,Keana,0.194905934,0.194905934,0.539,0,-1,2018,-1
Toungo,Keana,0.078571428,0.078571428,0.539,0,-1,2018,-1
Tsafe,Takali,0.037566088,0.037566088,0.539,0,-1,2018,-1
Tsanyawa,Gwarzo,0.189389802,0.189389802,0.539,0,-1,2018,-1
Tudun Wada,Gwarzo,0.096697627,0.096697627,0.539,0,-1,2018,-1
Tureta,Birnin Kebbi,0.11649885,0.11649885,0.539,0,-1,2018,-1
Udenu,Uzo-Uwani,0.760822395,0.760822395,0.539,0,-1,2018,-1
Udi,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018,-1
Udu,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Udung Uko,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018,-1
Ughelli North,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Ughelli South,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Ugwunagbo,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Uhunmwonde,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Ukanafun,Nsit Ubium,0.44,0.44,0.539,0,-1,2018,-1
Ukum,Keana,0.194905934,0.194905934,0.539,0,-1,2018,-1
Ukwa East,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018,-1
Ukwa West,Nsit Ubium,0.327500537,0.327500537,0.539,0,-1,2018,-1
Ukwuani,Uzo-Uwani,0.462211734,0.462211734,0.539,0,-1,2018,-1
Umuahia North,Oru West,0.705021845,0.705021845,0.539,0,-1,2018,-1
Umuahia South,Ngor-Okpala,0.55,0.55,0.539,0,-1,2018,-1
Umu-Neochi,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Ungogo,Taura,0.393191443,0.393191443,0.539,0,-1,2018,-1
Unuimo,Ngor-Okpala,0.311710743,0.311710743,0.539,0,-1,2018,-1
Uruan,Nsit Ubium,0.758447528,0.758447528,0.539,0,-1,2018,-1
Urue-Offong-Oruko,Nsit Ubium,0.44,0.44,0.539,0,-1,2018,-1
Ushongo,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Ussa,Oru West,0.275,0.275,0.539,0,-1,2018,-1
Uvwie,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Uyo,Nsit Ubium,0.434769838,0.434769838,0.539,0,-1,2018,-1
Uzo-Uwani,Uzo-Uwani,0.237831574,0.237831574,0.539,0,-1,2018,-1
Vandeikya,Oke-Ero,0.139372394,0.139372394,0.539,0,-1,2018,-1
Wamako,Gawabawa,0.117294588,0.117294588,0.539,0,-1,2018,-1
Wamba,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018,-1
Warawa,Gwarzo,0.057894737,0.057894737,0.539,0,-1,2018,-1
Warji,Takali,0.169230769,0.169230769,0.539,0,-1,2018,-1
Warri North,Owan East,0.306837057,0.306837057,0.539,0,-1,2018,-1
Warri South,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Warri South West,Isoko South,0.133755864,0.133755864,0.539,0,-1,2018,-1
Wasagu-Danko,Alkaleri,0.471428572,0.471428572,0.539,0,-1,2018,-1
Wase,Alkaleri,0.051162772,0.051162772,0.539,0,-1,2018,-1
Wudil,Gwarzo,0.135843074,0.135843074,0.539,0,-1,2018,-1
Wukari,Keana,0.254513927,0.254513927,0.539,0,-1,2018,-1
Wurno,Gawabawa,0.064940395,0.064940395,0.539,0,-1,2018,-1
Wushishi,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Yabo,Gawabawa,0.194117647,0.194117647,0.539,0,-1,2018,-1
Yagba East,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Yagba West,Oke-Ero,0.271523548,0.271523548,0.539,0,-1,2018,-1
Yakurr,Obubra,0.41693542,0.41693542,0.539,0,-1,2018,-1
Yala,Oke-Ero,0.322769954,0.322769954,0.539,0,-1,2018,-1
Yamaltu-Deba,Alkaleri,0.177984036,0.177984036,0.539,0,-1,2018,-1
Yankwashi,Babura,0.524049019,0.524049019,0.539,0,-1,2018,-1
Yauri,Birnin Kebbi,0.733073567,0.733073567,0.539,0,-1,2018,-1
Yenegoa,Isoko South,0.60167405,0.60167405,0.539,0,-1,2018,-1
Yola North,Alkaleri,0.163650302,0.163650302,0.539,0,-1,2018,-1
Yola South,Alkaleri,0.275,0.275,0.539,0,-1,2018,-1
Yorro,Alkaleri,0.118342055,0.118342055,0.539,0,-1,2018,-1
Yunusari,Babura,0.384205095,0.384205095,0.539,0,-1,2018,-1
Yusufari,Taura,0.192420845,0.192420845,0.539,0,-1,2018,-1
Zaki,Taura,0.321269851,0.321269851,0.539,0,-1,2018,-1
Zango,Babura,0.388235294,0.388235294,0.539,0,-1,2018,-1
Zango-Kataf,Soba,0.022544159,0.022544159,0.539,0,-1,2018,-1
Zaria,Soba,0.058865593,0.058865593,0.539,0,-1,2018,-1
Zing,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018,-1
Zurmi,Rimi,0.230995129,0.230995129,0.539,0,-1,2018,-1
Zuru,Alkaleri,0.257540308,0.257540308,0.539,0,-1,2018,-1
