LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year
Jahun,Taura,,0.8,0.8,0,-1,2018
Jakusko,Taura,,0.8,0.8,0,-1,2018
Jalingo,Keana,,0.8,0.8,0,-1,2018
Jama'are,Taura,,0.8,0.8,0,-1,2018
Jega,Birnin Kebbi,,0.8,0.8,0,-1,2018
Jema'a,Soba,,0.8,0.8,0,-1,2018
Jere,Gawabawa,,0.8,0.8,0,-1,2018
Jibia,Rimi,,0.8,0.8,0,-1,2018
Jos East,Soba,,0.8,0.8,0,-1,2018
Jos North,Soba,,0.8,0.8,0,-1,2018
Jos South,Soba,,0.8,0.8,0,-1,2018
Kabba-Bunu,Oke-Ero,,0.8,0.8,0,-1,2018
Kabo,Gwarzo,,0.8,0.8,0,-1,2018
Kachia,Ngor-Okpala,,0.8,0.8,0,-1,2018
Kaduna North,Soba,,0.8,0.8,0,-1,2018
Kaduna South,Soba,,0.8,0.8,0,-1,2018
Kafin Hausa,Taura,,0.8,0.8,0,-1,2018
Kafur,Gwarzo,,0.8,0.8,0,-1,2018
Kaga,Darazo,,0.8,0.8,0,-1,2018
Kagarko,Oke-Ero,,0.8,0.8,0,-1,2018
Kaiama,Oke-Ero,,0.8,0.8,0,-1,2018
Kaita,Rimi,,0.8,0.8,0,-1,2018
Kajola,Akinyele,,0.8,0.8,0,-1,2018
Kajuru,Soba,,0.8,0.8,0,-1,2018
Kala-Balge,Darazo,,0.8,0.8,0,-1,2018
Kalgo,Birnin Kebbi,,0.8,0.8,0,-1,2018
Kaltungo,Alkaleri,,0.8,0.8,0,-1,2018
Kanam,Alkaleri,,0.8,0.8,0,-1,2018
Kankara,Rimi,,0.8,0.8,0,-1,2018
Kanke,Alkaleri,,0.8,0.8,0,-1,2018
Kankia,Rimi,,0.8,0.8,0,-1,2018
Kano Municipal,Alkaleri,,0.8,0.8,0,-1,2018
Karasuwa,Taura,,0.8,0.8,0,-1,2018
Karaye,Gwarzo,,0.8,0.8,0,-1,2018
Karin-Lamido,Alkaleri,,0.8,0.8,0,-1,2018
Karu,Oke-Ero,,0.8,0.8,0,-1,2018
Katagum,Gwarzo,,0.8,0.8,0,-1,2018
Katcha,Oke-Ero,,0.8,0.8,0,-1,2018
Katsina,Rimi,,0.8,0.8,0,-1,2018
Katsina-Ala,Keana,,0.8,0.8,0,-1,2018
Kaugama,Taura,,0.8,0.8,0,-1,2018
Kaura,Soba,,0.8,0.8,0,-1,2018
Kaura-Namoda,Rimi,,0.8,0.8,0,-1,2018
Kauru,Soba,,0.8,0.8,0,-1,2018
Kazaure,Babura,,0.8,0.8,0,-1,2018
Keana,Keana,,0.8,0.8,0,-1,2018
Kebbe,Birnin Kebbi,,0.8,0.8,0,-1,2018
Keffi,Oke-Ero,,0.8,0.8,0,-1,2018
Khana,Nsit Ubium,,0.8,0.8,0,-1,2018
Kibiya,Gwarzo,,0.8,0.8,0,-1,2018
Kirfi,Alkaleri,,0.8,0.8,0,-1,2018
Kiri Kasamma,Taura,,0.8,0.8,0,-1,2018
Kiru,Gwarzo,,0.8,0.8,0,-1,2018
Kiyawa,Takali,,0.8,0.8,0,-1,2018
Kogi,Keana,,0.8,0.8,0,-1,2018
Koko-Besse,Birnin Kebbi,,0.8,0.8,0,-1,2018
Kokona,Oke-Ero,,0.8,0.8,0,-1,2018
Kolokuma-Opokuma,Ahoada West,,0.8,0.8,0,-1,2018
Konduga,Darazo,,0.8,0.8,0,-1,2018
Konshisha,Oke-Ero,,0.8,0.8,0,-1,2018
Kontagora,Oke-Ero,,0.8,0.8,0,-1,2018
Kosofe,Isoko South,,0.8,0.8,0,-1,2018
Kubau,Soba,,0.8,0.8,0,-1,2018
Kudan,Giwa,,0.8,0.8,0,-1,2018
Kuje,Keana,,0.8,0.8,0,-1,2018
Kukawa,Babura,,0.8,0.8,0,-1,2018
Kumbotso,Taura,,0.8,0.8,0,-1,2018
Kunchi,Babura,,0.8,0.8,0,-1,2018
Kura,Gwarzo,,0.8,0.8,0,-1,2018
Kurfi,Rimi,,0.8,0.8,0,-1,2018
Kurmi,Oru West,,0.8,0.8,0,-1,2018
Kusada,Rimi,,0.8,0.8,0,-1,2018
Kwali,Keana,,0.8,0.8,0,-1,2018
Kwami,Alkaleri,,0.8,0.8,0,-1,2018
Kwande,Oke-Ero,,0.8,0.8,0,-1,2018
Kware,Gawabawa,,0.8,0.8,0,-1,2018
Kwaya Kusar,Alkaleri,,0.8,0.8,0,-1,2018
Lafia,Alkaleri,,0.8,0.8,0,-1,2018
Lagelu,Akinyele,,0.8,0.8,0,-1,2018
Lagos Island,Isoko South,,0.8,0.8,0,-1,2018
Lagos Mainland,Isoko South,,0.8,0.8,0,-1,2018
Lamurde,Alkaleri,,0.8,0.8,0,-1,2018
Langtang North,Alkaleri,,0.8,0.8,0,-1,2018
Langtang South,Keana,,0.8,0.8,0,-1,2018
Lapai,Oke-Ero,,0.8,0.8,0,-1,2018
Lau,Alkaleri,,0.8,0.8,0,-1,2018
Lavun,Oke-Ero,,0.8,0.8,0,-1,2018
Lere,Soba,,0.8,0.8,0,-1,2018
Logo,Keana,,0.8,0.8,0,-1,2018
Lokoja,Keana,,0.8,0.8,0,-1,2018
Machina,Taura,,0.8,0.8,0,-1,2018
Madagali,Darazo,,0.8,0.8,0,-1,2018
Madobi,Taura,,0.8,0.8,0,-1,2018
Mafa,Darazo,,0.8,0.8,0,-1,2018
Magama,Oke-Ero,,0.8,0.8,0,-1,2018
Magumeri,Gawabawa,,0.8,0.8,0,-1,2018
Mai'Adua,Rimi,,0.8,0.8,0,-1,2018
Maiduguri,Darazo,,0.8,0.8,0,-1,2018
Maigatari,Babura,,0.8,0.8,0,-1,2018
Maiha,Alkaleri,,0.8,0.8,0,-1,2018
Maiyama,Birnin Kebbi,,0.8,0.8,0,-1,2018
Makoda,Babura,,0.8,0.8,0,-1,2018
Makurdi,Keana,,0.8,0.8,0,-1,2018
Malam Madori,Taura,,0.8,0.8,0,-1,2018
Malumfashi,Gwarzo,,0.8,0.8,0,-1,2018
Mangu,Darazo,,0.8,0.8,0,-1,2018
Mani,Rimi,,0.8,0.8,0,-1,2018
Maradun,Darazo,,0.8,0.8,0,-1,2018
Mariga,Oke-Ero,,0.8,0.8,0,-1,2018
Markafi,Gwarzo,,0.8,0.8,0,-1,2018
Marte,Babura,,0.8,0.8,0,-1,2018
Maru,Giwa,,0.8,0.8,0,-1,2018
Mashegu,Oke-Ero,,0.8,0.8,0,-1,2018
Mashi,Rimi,,0.8,0.8,0,-1,2018
Matazuu,Rimi,,0.8,0.8,0,-1,2018
Mayo-Belwa,Alkaleri,,0.8,0.8,0,-1,2018
Mbaitoli,Ngor-Okpala,,0.8,0.8,0,-1,2018
Mbo,Nsit Ubium,,0.8,0.8,0,-1,2018
Michika,Darazo,,0.8,0.8,0,-1,2018
Miga,Taura,,0.8,0.8,0,-1,2018
Mikang,Alkaleri,,0.8,0.8,0,-1,2018
Minjibir,Taura,,0.8,0.8,0,-1,2018
Misau,Darazo,,0.8,0.8,0,-1,2018
Mkpat Enin,Nsit Ubium,,0.8,0.8,0,-1,2018
Moba,Oke-Ero,,0.8,0.8,0,-1,2018
Mobbar,Babura,,0.8,0.8,0,-1,2018
Mokwa,Oke-Ero,,0.8,0.8,0,-1,2018
Monguno,Babura,,0.8,0.8,0,-1,2018
Mopa-Muro,Oke-Ero,,0.8,0.8,0,-1,2018
Moro,Oke-Ero,,0.8,0.8,0,-1,2018
Mubi North,Darazo,,0.8,0.8,0,-1,2018
Mubi South,Darazo,,0.8,0.8,0,-1,2018
Musawa,Gwarzo,,0.8,0.8,0,-1,2018
Mushin,Isoko South,,0.8,0.8,0,-1,2018
Muya,Giwa,,0.8,0.8,0,-1,2018
Nafada,Alkaleri,,0.8,0.8,0,-1,2018
Nangere,Darazo,,0.8,0.8,0,-1,2018
Nasarawa1,Alkaleri,,0.8,0.8,0,-1,2018
Nasarawa2,Alkaleri,,0.8,0.8,0,-1,2018
Nasarawa-Eggon,Keana,,0.8,0.8,0,-1,2018
Ndokwa East,Ahoada West,,0.8,0.8,0,-1,2018
Ndokwa West,Isoko South,,0.8,0.8,0,-1,2018
Nembe,Ahoada West,,0.8,0.8,0,-1,2018
Ngala,Taura,,0.8,0.8,0,-1,2018
Nganzai,Gawabawa,,0.8,0.8,0,-1,2018
Ngaski,Owan East,,0.8,0.8,0,-1,2018
Ngor-Okpala,Ngor-Okpala,,0.8,0.8,0,-1,2018
Nguru,Taura,,0.8,0.8,0,-1,2018
Ningi,Takali,,0.8,0.8,0,-1,2018
Njaba,Ngor-Okpala,,0.8,0.8,0,-1,2018
Njikoka,Uzo-Uwani,,0.8,0.8,0,-1,2018
Nkanu East,Owan East,,0.8,0.8,0,-1,2018
Nkanu West,Uzo-Uwani,,0.8,0.8,0,-1,2018
Nkwerre,Ngor-Okpala,,0.8,0.8,0,-1,2018
Nnewi North,Oru West,,0.8,0.8,0,-1,2018
Nnewi South,Oru West,,0.8,0.8,0,-1,2018
Nsit Atai,Nsit Ubium,,0.8,0.8,0,-1,2018
Nsit Ibom,Nsit Ubium,,0.8,0.8,0,-1,2018
Nsit Ubium,Nsit Ubium,,0.8,0.8,0,-1,2018
Nsukka,Uzo-Uwani,,0.8,0.8,0,-1,2018
Numan,Alkaleri,,0.8,0.8,0,-1,2018
Nwangele,Ngor-Okpala,,0.8,0.8,0,-1,2018
Obafemi-Owode,Owan East,,0.8,0.8,0,-1,2018
Obanliku,Obubra,,0.8,0.8,0,-1,2018
Obi Nwa,Ngor-Okpala,,0.8,0.8,0,-1,2018
Obi1,Keana,,0.8,0.8,0,-1,2018
Obi2,Keana,,0.8,0.8,0,-1,2018
Obia-Akpor,Ahoada West,,0.8,0.8,0,-1,2018
Obokun,Akinyele,,0.8,0.8,0,-1,2018
Obot Akara,Ngor-Okpala,,0.8,0.8,0,-1,2018
Obowo,Ngor-Okpala,,0.8,0.8,0,-1,2018
Obubra,Obubra,,0.8,0.8,0,-1,2018
Obudu,Obubra,,0.8,0.8,0,-1,2018
Odeda,Oke-Ero,,0.8,0.8,0,-1,2018
Odigbo,Akinyele,,0.8,0.8,0,-1,2018
Odogbolu,Oke-Ero,,0.8,0.8,0,-1,2018
Odo-Otin,Owan East,,0.8,0.8,0,-1,2018
Odukpani,Ngor-Okpala,,0.8,0.8,0,-1,2018
Offa,Akinyele,,0.8,0.8,0,-1,2018
Ofu,Owan East,,0.8,0.8,0,-1,2018
Ogbadibo,Ahoada West,,0.8,0.8,0,-1,2018
Ogba-Egbema-Ndoni,Owan East,,0.8,0.8,0,-1,2018
Ogbaru,Ahoada West,,0.8,0.8,0,-1,2018
Ogbia,Ahoada West,,0.8,0.8,0,-1,2018
Ogbomosho North,Akinyele,,0.8,0.8,0,-1,2018
Ogbomosho South,Akinyele,,0.8,0.8,0,-1,2018
Ogo Oluwa,Oke-Ero,,0.8,0.8,0,-1,2018
Ogoja,Obubra,,0.8,0.8,0,-1,2018
Ogori-Mangongo,Owan East,,0.8,0.8,0,-1,2018
Ogu-Bolo,Nsit Ubium,,0.8,0.8,0,-1,2018
Ogun waterside,Owan East,,0.8,0.8,0,-1,2018
Oguta,Oru West,,0.8,0.8,0,-1,2018
Ohafia,Ngor-Okpala,,0.8,0.8,0,-1,2018
Ohaji-Egbema,Oru West,,0.8,0.8,0,-1,2018
Ohaozara,Obubra,,0.8,0.8,0,-1,2018
Ohaukwu,Owan East,,0.8,0.8,0,-1,2018
Ohimini,Akinyele,,0.8,0.8,0,-1,2018
Oji-River,Oru West,,0.8,0.8,0,-1,2018
Ojo,Isoko South,,0.8,0.8,0,-1,2018
Oju,Oke-Ero,,0.8,0.8,0,-1,2018
Oke-Ero,Oke-Ero,,0.8,0.8,0,-1,2018
Okehi,Owan East,,0.8,0.8,0,-1,2018
Okene,Owan East,,0.8,0.8,0,-1,2018
Okigwe,Ngor-Okpala,,0.8,0.8,0,-1,2018
Okitipupa,Owan East,,0.8,0.8,0,-1,2018
Okobo,Nsit Ubium,,0.8,0.8,0,-1,2018
Okpe,Isoko South,,0.8,0.8,0,-1,2018
Okpokwu,Akinyele,,0.8,0.8,0,-1,2018
Okrika,Nsit Ubium,,0.8,0.8,0,-1,2018
Olamabolo,Akinyele,,0.8,0.8,0,-1,2018
Ola-oluwa,Owan East,,0.8,0.8,0,-1,2018
Olorunda,Akinyele,,0.8,0.8,0,-1,2018
Olorunsogo,Oke-Ero,,0.8,0.8,0,-1,2018
Oluyole,Oke-Ero,,0.8,0.8,0,-1,2018
Omala,Keana,,0.8,0.8,0,-1,2018
Omumma,Ngor-Okpala,,0.8,0.8,0,-1,2018
Ona-Ara,Akinyele,,0.8,0.8,0,-1,2018
Ondo East,Akinyele,,0.8,0.8,0,-1,2018
Ondo West,Akinyele,,0.8,0.8,0,-1,2018
Onicha,Obubra,,0.8,0.8,0,-1,2018
Onitsha North,Uzo-Uwani,,0.8,0.8,0,-1,2018
Onitsha South,Uzo-Uwani,,0.8,0.8,0,-1,2018
Onna,Nsit Ubium,,0.8,0.8,0,-1,2018
Opobo-Nkoro,Nsit Ubium,,0.8,0.8,0,-1,2018
Oredo,Uzo-Uwani,,0.8,0.8,0,-1,2018
Orelope,Oke-Ero,,0.8,0.8,0,-1,2018
Orhionmwon,Uzo-Uwani,,0.8,0.8,0,-1,2018
Ori Ire,Oke-Ero,,0.8,0.8,0,-1,2018
Oriade,Oke-Ero,,0.8,0.8,0,-1,2018
Orlu,Oru West,,0.8,0.8,0,-1,2018
Orolu,Oke-Ero,,0.8,0.8,0,-1,2018
Oron,Nsit Ubium,,0.8,0.8,0,-1,2018
Orsu,Oru West,,0.8,0.8,0,-1,2018
Oru East,Oru West,,0.8,0.8,0,-1,2018
Oru West,Oru West,,0.8,0.8,0,-1,2018
Oruk Anam,Nsit Ubium,,0.8,0.8,0,-1,2018
Orumba North,Oru West,,0.8,0.8,0,-1,2018
Orumba South,Oru West,,0.8,0.8,0,-1,2018
Ose,Owan East,,0.8,0.8,0,-1,2018
Oshimili North,Uzo-Uwani,,0.8,0.8,0,-1,2018
Oshimili South,Uzo-Uwani,,0.8,0.8,0,-1,2018
Oshodi-Isolo,Uzo-Uwani,,0.8,0.8,0,-1,2018
Osisioma Ngwa,Ngor-Okpala,,0.8,0.8,0,-1,2018
Osogbo,Owan East,,0.8,0.8,0,-1,2018
Oturkpo,Owan East,,0.8,0.8,0,-1,2018
Ovia North East,Owan East,,0.8,0.8,0,-1,2018
Ovia South West,Akinyele,,0.8,0.8,0,-1,2018
Owan East,Owan East,,0.8,0.8,0,-1,2018
Owan West,Owan East,,0.8,0.8,0,-1,2018
Owerri North,Ngor-Okpala,,0.8,0.8,0,-1,2018
Owerri West,Ngor-Okpala,,0.8,0.8,0,-1,2018
Owerri-Municipal,Oru West,,0.8,0.8,0,-1,2018
Owo,Owan East,,0.8,0.8,0,-1,2018
Oye,Oke-Ero,,0.8,0.8,0,-1,2018
Oyi,Uzo-Uwani,,0.8,0.8,0,-1,2018
Oyigbo,Nsit Ubium,,0.8,0.8,0,-1,2018
Oyo East,Akinyele,,0.8,0.8,0,-1,2018
Oyo West,Akinyele,,0.8,0.8,0,-1,2018
Oyun,Oke-Ero,,0.8,0.8,0,-1,2018
Pailoro,Oke-Ero,,0.8,0.8,0,-1,2018
Pankshin,Alkaleri,,0.8,0.8,0,-1,2018
Patani,Isoko South,,0.8,0.8,0,-1,2018
Pategi,Oke-Ero,,0.8,0.8,0,-1,2018
Port-Harcourt,Ahoada West,,0.8,0.8,0,-1,2018
Potiskum,Darazo,,0.8,0.8,0,-1,2018
Qua'an Pan,Keana,,0.8,0.8,0,-1,2018
Rabah,Gawabawa,,0.8,0.8,0,-1,2018
Rafi,Oke-Ero,,0.8,0.8,0,-1,2018
Rano,Gwarzo,,0.8,0.8,0,-1,2018
Remo North,Owan East,,0.8,0.8,0,-1,2018
Rijau,Alkaleri,,0.8,0.8,0,-1,2018
Rimi,Rimi,,0.8,0.8,0,-1,2018
Rimin Gado,Gwarzo,,0.8,0.8,0,-1,2018
Ringim,Taura,,0.8,0.8,0,-1,2018
Riyom,Soba,,0.8,0.8,0,-1,2018
Rogo,Gwarzo,,0.8,0.8,0,-1,2018
Roni,Babura,,0.8,0.8,0,-1,2018
Sabon Birni,Gawabawa,,0.8,0.8,0,-1,2018
Sabon-Gari,Soba,,0.8,0.8,0,-1,2018
Sabuwa,Giwa,,0.8,0.8,0,-1,2018
Safana,Babura,,0.8,0.8,0,-1,2018
Sagbama,Ahoada West,,0.8,0.8,0,-1,2018
Sakaba,Alkaleri,,0.8,0.8,0,-1,2018
Saki East,Oke-Ero,,0.8,0.8,0,-1,2018
Saki West,Akinyele,,0.8,0.8,0,-1,2018
Sandamu,Rimi,,0.8,0.8,0,-1,2018
Sanga,Soba,,0.8,0.8,0,-1,2018
Sapele,Isoko South,,0.8,0.8,0,-1,2018
Sardauna,Oru West,,0.8,0.8,0,-1,2018
Shagamu,Uzo-Uwani,,0.8,0.8,0,-1,2018
Shagari,Birnin Kebbi,,0.8,0.8,0,-1,2018
Shanga,Birnin Kebbi,,0.8,0.8,0,-1,2018
Shani,Alkaleri,,0.8,0.8,0,-1,2018
Shanono,Gwarzo,,0.8,0.8,0,-1,2018
Shelleng,Darazo,,0.8,0.8,0,-1,2018
Shendam,Keana,,0.8,0.8,0,-1,2018
Shinkafi,Rimi,,0.8,0.8,0,-1,2018
Shira,Takali,,0.8,0.8,0,-1,2018
Shiroro,Oke-Ero,,0.8,0.8,0,-1,2018
Shomgom,Alkaleri,,0.8,0.8,0,-1,2018
Shomolu,Isoko South,,0.8,0.8,0,-1,2018
Silame,Gawabawa,,0.8,0.8,0,-1,2018
Soba,Soba,,0.8,0.8,0,-1,2018
Sokoto North,Gawabawa,,0.8,0.8,0,-1,2018
Sokoto South,Birnin Kebbi,,0.8,0.8,0,-1,2018
Song,Darazo,,0.8,0.8,0,-1,2018
Southern Ijaw,Ahoada West,,0.8,0.8,0,-1,2018
Suleja,Babura,,0.8,0.8,0,-1,2018
Sule-Tankarkar,Giwa,,0.8,0.8,0,-1,2018
Sumaila,Takali,,0.8,0.8,0,-1,2018
Suru,Birnin Kebbi,,0.8,0.8,0,-1,2018
Surulere1,Oke-Ero,,0.8,0.8,0,-1,2018
Surulere2,Oke-Ero,,0.8,0.8,0,-1,2018
Tafa,Oke-Ero,,0.8,0.8,0,-1,2018
Tafawa-Balewa,Alkaleri,,0.8,0.8,0,-1,2018
Tai,Nsit Ubium,,0.8,0.8,0,-1,2018
Takali,Takali,,0.8,0.8,0,-1,2018
Takum,Keana,,0.8,0.8,0,-1,2018
Talata Mafara,Darazo,,0.8,0.8,0,-1,2018
Tambuwal,Birnin Kebbi,,0.8,0.8,0,-1,2018
Tangaza,Gawabawa,,0.8,0.8,0,-1,2018
Tarauni,Alkaleri,,0.8,0.8,0,-1,2018
Tarka,Keana,,0.8,0.8,0,-1,2018
Tarmua,Rimi,,0.8,0.8,0,-1,2018
Taura,Taura,,0.8,0.8,0,-1,2018
Tofa,Taura,,0.8,0.8,0,-1,2018
Toro,Giwa,,0.8,0.8,0,-1,2018
Toto,Keana,,0.8,0.8,0,-1,2018
Toungo,Keana,,0.8,0.8,0,-1,2018
Tsafe,Takali,,0.8,0.8,0,-1,2018
Tsanyawa,Gwarzo,,0.8,0.8,0,-1,2018
Tudun Wada,Gwarzo,,0.8,0.8,0,-1,2018
Tureta,Birnin Kebbi,,0.8,0.8,0,-1,2018
Udenu,Uzo-Uwani,,0.8,0.8,0,-1,2018
Udi,Uzo-Uwani,,0.8,0.8,0,-1,2018
Udu,Isoko South,,0.8,0.8,0,-1,2018
Udung Uko,Nsit Ubium,,0.8,0.8,0,-1,2018
Ughelli North,Isoko South,,0.8,0.8,0,-1,2018
Ughelli South,Isoko South,,0.8,0.8,0,-1,2018
Ugwunagbo,Ngor-Okpala,,0.8,0.8,0,-1,2018
Uhunmwonde,Owan East,,0.8,0.8,0,-1,2018
Ukanafun,Nsit Ubium,,0.8,0.8,0,-1,2018
Ukum,Keana,,0.8,0.8,0,-1,2018
Ukwa East,Nsit Ubium,,0.8,0.8,0,-1,2018
Ukwa West,Nsit Ubium,,0.8,0.8,0,-1,2018
Ukwuani,Uzo-Uwani,,0.8,0.8,0,-1,2018
Umuahia North,Oru West,,0.8,0.8,0,-1,2018
Umuahia South,Ngor-Okpala,,0.8,0.8,0,-1,2018
Umu-Neochi,Ngor-Okpala,,0.8,0.8,0,-1,2018
Ungogo,Taura,,0.8,0.8,0,-1,2018
Unuimo,Ngor-Okpala,,0.8,0.8,0,-1,2018
Uruan,Nsit Ubium,,0.8,0.8,0,-1,2018
Urue-Offong-Oruko,Nsit Ubium,,0.8,0.8,0,-1,2018
Ushongo,Oke-Ero,,0.8,0.8,0,-1,2018
Ussa,Oru West,,0.8,0.8,0,-1,2018
Uvwie,Isoko South,,0.8,0.8,0,-1,2018
Uyo,Nsit Ubium,,0.8,0.8,0,-1,2018
Uzo-Uwani,Uzo-Uwani,,0.8,0.8,0,-1,2018
Vandeikya,Oke-Ero,,0.8,0.8,0,-1,2018
Wamako,Gawabawa,,0.8,0.8,0,-1,2018
Wamba,Alkaleri,,0.8,0.8,0,-1,2018
Warawa,Gwarzo,,0.8,0.8,0,-1,2018
Warji,Takali,,0.8,0.8,0,-1,2018
Warri North,Owan East,,0.8,0.8,0,-1,2018
Warri South,Isoko South,,0.8,0.8,0,-1,2018
Warri South West,Isoko South,,0.8,0.8,0,-1,2018
Wasagu-Danko,Alkaleri,,0.8,0.8,0,-1,2018
Wase,Alkaleri,,0.8,0.8,0,-1,2018
Wudil,Gwarzo,,0.8,0.8,0,-1,2018
Wukari,Keana,,0.8,0.8,0,-1,2018
Wurno,Gawabawa,,0.8,0.8,0,-1,2018
Wushishi,Oke-Ero,,0.8,0.8,0,-1,2018
Yabo,Gawabawa,,0.8,0.8,0,-1,2018
Yagba East,Oke-Ero,,0.8,0.8,0,-1,2018
Yagba West,Oke-Ero,,0.8,0.8,0,-1,2018
Yakurr,Obubra,,0.8,0.8,0,-1,2018
Yala,Oke-Ero,,0.8,0.8,0,-1,2018
Yamaltu-Deba,Alkaleri,,0.8,0.8,0,-1,2018
Yankwashi,Babura,,0.8,0.8,0,-1,2018
Yauri,Birnin Kebbi,,0.8,0.8,0,-1,2018
Yenegoa,Isoko South,,0.8,0.8,0,-1,2018
Yola North,Alkaleri,,0.8,0.8,0,-1,2018
Yola South,Alkaleri,,0.8,0.8,0,-1,2018
Yorro,Alkaleri,,0.8,0.8,0,-1,2018
Yunusari,Babura,,0.8,0.8,0,-1,2018
Yusufari,Taura,,0.8,0.8,0,-1,2018
Zaki,Taura,,0.8,0.8,0,-1,2018
Zango,Babura,,0.8,0.8,0,-1,2018
Zango-Kataf,Soba,,0.8,0.8,0,-1,2018
Zaria,Soba,,0.8,0.8,0,-1,2018
Zing,Alkaleri,,0.8,0.8,0,-1,2018
Zurmi,Rimi,,0.8,0.8,0,-1,2018
Zuru,Alkaleri,,0.8,0.8,0,-1,2018
