State,CM_coverage_2020,CM_coverage_2021,CM_coverage_2022,CM_coverage_2023,CM_coverage_2024,CM_coverage_2025,CM_coverage_2026,CM_coverage_2027,CM_coverage_2028,CM_coverage_2029,CM_coverage_2030,IPTp_coverage_2020,IPTp_coverage_2021,IPTp_coverage_2022,IPTp_coverage_2023,IPTp_coverage_2024,IPTp_coverage_2025,IPTp_coverage_2026,IPTp_coverage_2027,IPTp_coverage_2028,IPTp_coverage_2029,IPTp_coverage_2030,ITN_coverage_2020,ITN_coverage_2021,ITN_coverage_2022,ITN_coverage_2023,ITN_coverage_2024,ITN_coverage_2025,ITN_coverage_2026,ITN_coverage_2027,ITN_coverage_2028,ITN_coverage_2029,ITN_coverage_2030,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Abia,0.42335032120175653,0.4191172187917591,0.4190137962134878,0.4210877353125559,0.42012400455914223,0.42179478438887186,0.42317647182498924,0.4159484672631446,0.4201741327496005,0.41917550741570836,0.41962245811946336,0.7189051184770003,0.7472746694760203,0.7754365521933583,0.8035984349106968,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.8223038434682612,0.014796135165410151,0.017014904811288287,0.011144349066997353,0.015868665000483256,0.01746009053483362,0.011493843493201344,0.016148482644558648,0.017711631325484496,0.011656813665681772,0.016236445741564427,0.01771137088893599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adamawa,0.34145632392690034,0.3402421663579646,0.34262017748035667,0.34304061167225564,0.3406720317834413,0.34105663102276895,0.34388117259679846,0.3402852635289109,0.3415216303999883,0.3427335135233931,0.3434551992724636,0.6711837878919917,0.7062492628312069,0.7368641416937208,0.7674790206224427,0.7900421394652708,0.7966094659803894,0.801252793963924,0.804240224616642,0.8066391824850757,0.8066391824850757,0.8066391824850757,0.019410156120936335,0.024378756609138352,0.01600893608940994,0.020435382173288916,0.024426733876415436,0.016038358212043444,0.02050749373688086,0.024391268372773296,0.01605134061268216,0.020477728416849337,0.024513270762756063,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akwa lbom,0.42477137892540406,0.4289824221656282,0.4258929054445163,0.42499595215387204,0.4305331104396606,0.4264447180169264,0.42666803214318694,0.4271112082046554,0.4261481037361027,0.4265541872347333,0.4277582352758411,0.6863383681042566,0.7193296750174045,0.7517124561251356,0.7840952372089991,0.8059658365516473,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.8070208071782592,0.007534089509012247,0.013508178818626397,0.016394843478533136,0.01104697275873421,0.015552514492506254,0.017092111024042813,0.011547389420245741,0.015870817306118598,0.01729836534393435,0.011723042782194906,0.01602560562485501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anambra,0.6129507255736177,0.6108813231244986,0.6186697992940122,0.6123277824897739,0.6087170589384361,0.6090928081259164,0.6082694351157265,0.6125681160146047,0.6104435239567525,0.6092668120154318,0.6093765492723303,0.7686042841978244,0.791746255464623,0.8083291058480855,0.8242084864632128,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.8347557323639336,0.012663389300010432,0.014350523221935016,0.009616518196761802,0.013562534221570857,0.014818309565623002,0.009984889707740858,0.013768887960480366,0.014900317064557704,0.010041253477497448,0.013814980051858236,0.015008888624080311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bauchi,0.2310532895213405,0.2325304861426572,0.23057343060729377,0.2306293189875071,0.232993928882801,0.23158110579701316,0.23383666674923398,0.230602785338509,0.23112128088536302,0.230668496636306,0.23387939961749452,0.5723090880790576,0.6001424426531022,0.6249125783555991,0.6477558279248745,0.662301250665601,0.6751721291503476,0.6824578497849575,0.6888594624613422,0.6941849580213291,0.6978348133221531,0.698191977950331,0.011972316138381508,0.01731798046613306,0.026056069271707935,0.017094280439997108,0.020648616159128906,0.026976927238053162,0.01768827723578486,0.02103260302828956,0.026820173032113932,0.017646677764733682,0.02099907644119972,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262,0.7617126814662262
Bayelsa,0.4865410476358121,0.4572278732551989,0.5199874525369959,0.5472100841440338,0.461331384876041,0.5250529344390473,0.45791339364938954,0.49232180623473687,0.4961005153444227,0.4893201439116978,0.5243752157227489,0.562604876992128,0.6057434842738155,0.6488820911154846,0.6920206979571537,0.7284923577302825,0.751750335278883,0.7560138856386733,0.7602774359039742,0.7645409861692751,0.7648345726615929,0.7648345726615929,0.01639874465251078,0.017673037016685288,0.011658235255051413,0.017382634323436334,0.01779649714734723,0.011701996593634936,0.017340430951587833,0.017838958269362982,0.011860041174924552,0.017462788639976547,0.017776280239605854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benue,0.2769769939262043,0.27702042542088423,0.2758093863954876,0.27974554014488656,0.27708984715741286,0.27749391790291034,0.2777552411965623,0.27723537074813215,0.2783502949558467,0.27776241756848297,0.27923413568847716,0.6392856288213491,0.6833793243877869,0.7250940305407647,0.7641212726990045,0.7888172755377507,0.7949380309747958,0.798400881251466,0.800223100371642,0.8016212360983366,0.8027646169366185,0.8027646169366185,0.020769261437270994,0.027964051547794064,0.018458455825074455,0.02232845144370785,0.02839267633734102,0.018891497956502547,0.02264835538748776,0.028321216623363607,0.018827361070150674,0.022653703133432266,0.02833687306527813,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721,0.6095976088350721
Borno,0.3345303746346966,0.33356660956211853,0.3357123569756557,0.33540490387409283,0.3330256659641659,0.3338166743586216,0.3348852063837095,0.333867063098797,0.3312478208273616,0.3357847643273765,0.33360119333505844,0.5866161642220293,0.6289550763474289,0.6685355233592531,0.7056258640795193,0.732628009768054,0.7396751695018984,0.7458076712306334,0.7486491905434234,0.7501876054470513,0.7506562131687712,0.7506562131687712,0.020819717881476154,0.025454796028810987,0.016967628878947826,0.02185266402649184,0.025542361706247702,0.01702523904973269,0.02182323686454853,0.025349802904839708,0.01688410743929656,0.021883697049997115,0.025500140041237927,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239,0.7531314905743239
Cross River,0.4240539207410215,0.4235996491099558,0.4239411949187613,0.42653138019187703,0.4293694318892618,0.42183890587151857,0.4242296534566737,0.4265302039096326,0.42640883640521465,0.42414712813553856,0.4271417253855002,0.7034808363856159,0.7355258538293237,0.7675708705628456,0.7996158872963678,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.8209005129107442,0.011152058448285205,0.01878564292342097,0.02307595466776999,0.015503645789488459,0.021258198903175485,0.02368503957891707,0.015990328704974178,0.021674368711347283,0.02393487460693961,0.01625621955669053,0.0217752350812866,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841,0.2613319522208841
Delta,0.32058299670542173,0.32324363402781436,0.3222478404788975,0.3256420792847317,0.32118236031531056,0.3222152865477148,0.3226886217203092,0.3212006745079206,0.3218155425455809,0.3221954577963099,0.32602018697088037,0.6668026015085026,0.7052064371406682,0.7425644934920897,0.7799225499034949,0.8031391808437208,0.8059018287734685,0.8069522811202764,0.8072932154011286,0.807634149674425,0.8079750839477214,0.8083160182210178,0.006694328931065089,0.004709778806311012,0.012546881016467615,0.016062363288838578,0.010712347480837946,0.01560837862725261,0.017183564143631615,0.011377874045117762,0.016113920849597427,0.0175463553972957,0.011677010235125245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebonyi,0.5227941129169892,0.5195959280551018,0.5181257555890267,0.5127611892443011,0.520641568356226,0.5218100230318419,0.5206806343473148,0.5192886338310901,0.5216298050367535,0.5191001821211798,0.5178482910398539,0.6258197491513771,0.6585717290871781,0.6880741372251266,0.7111058735254008,0.7298274553752232,0.7411047952666152,0.7505894541797853,0.7558964864046253,0.7593078279391035,0.7594300985536415,0.7594300985536415,0.02989532221762622,0.028334140447904194,0.018691437442251456,0.030040012728896302,0.027894130942207773,0.018419666719621496,0.03015792575986862,0.027901191012224713,0.01849749474262672,0.030447513469891503,0.028242457471523034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edo,0.3765893215223772,0.3741217032732468,0.37674986555067985,0.3740072962415213,0.3729548990272149,0.37771822841324876,0.3733730963421323,0.3763618259273104,0.375088773178497,0.37530149692750664,0.3747248488206055,0.6883360522944334,0.7216543990452846,0.7549727451058543,0.7873188998715248,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.8083506339351995,0.01802548785253902,0.01835272193893304,0.01223780225521512,0.018999469455712435,0.018758182141441673,0.012495121087866422,0.01922318848544436,0.0189284565258228,0.012643023789070711,0.01922514548264927,0.018864029026668797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ekiti,0.2956473729583861,0.2943254195025151,0.29724672145271475,0.2974723055659552,0.2947610221183912,0.29752677076613177,0.2935385181579593,0.29328664689998324,0.2958909436000144,0.29242161292253493,0.29462864471845823,0.5480735468265319,0.5856731689252598,0.623272790812933,0.6608724125021546,0.6900665334502573,0.7024101804363709,0.7147538274224846,0.7242319764590441,0.7242319764590441,0.7242319764590441,0.7242319764590441,0.0144275670040813,0.014964261738676429,0.010028246888452877,0.014751888674101023,0.014924662251062334,0.010009382533924542,0.014986310870792056,0.015186597891619568,0.010197545599649752,0.014948603652867333,0.014957955341534422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enugu,0.5508904676335247,0.5496869055541976,0.5506384443148763,0.5472317003799824,0.557630039063443,0.5453887533297395,0.5459245497147844,0.557172998488164,0.5486349808672518,0.5517193457385761,0.5507373998369326,0.6859274028813991,0.7257499876125054,0.7560675634428483,0.7841142661437441,0.8023568912725578,0.8034406149660451,0.8034406149660451,0.8034406149660451,0.8034406149660451,0.8034406149660451,0.8034406149660451,0.013514446118720871,0.014936743542215717,0.009839489123701424,0.014632203176507382,0.01558070110309305,0.010303922949160792,0.01487548636141619,0.015513758725020022,0.010246286428114676,0.014823431698300743,0.015489864608148378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federal Capital Territory,0.24083272542523254,0.2403881943693988,0.24724232307237365,0.2539400479127501,0.24160078239950386,0.24561264809242397,0.24659902779952703,0.24135908206605672,0.24257081821024998,0.24196542558341852,0.2510305881973579,0.6393172628620352,0.6661096230197894,0.6914455850404533,0.7167815470611173,0.7411841954534801,0.7637407003776266,0.786297204801873,0.8088537092261194,0.8227147431939267,0.8227147431939267,0.8227147431939267,0.011567307302331825,0.017357685357769673,0.011414851225266455,0.012464338957523517,0.017392900836584593,0.011418335659259423,0.012672521505514529,0.01711264582404954,0.011277912171918092,0.012655438895535812,0.017405621155466032,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gombe,0.20938913310422874,0.21365144406905667,0.2052529742977524,0.20795932389359828,0.20840078527348938,0.20968780056973768,0.2075749091332796,0.21023614956899397,0.2068654010120747,0.20615600454290323,0.21008089170991964,0.5400571952223909,0.5713881663110963,0.5972400890499325,0.6196076914916961,0.6377265036736472,0.6465992337023546,0.6553580693780087,0.6641169050536627,0.668746921383329,0.6727776047812984,0.6765768705227251,0.00957579194255183,0.015410971851293833,0.021317534779637,0.014061681530037512,0.01828745532013833,0.02209477486940403,0.014654165198650128,0.018481434789450593,0.021974488510076072,0.014662408318637141,0.01855980000304957,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835,0.6678205155464835
Imo,0.44857263577807577,0.4498226528569573,0.4488765409483365,0.44915144115206795,0.44930528282048454,0.44812843082115794,0.44875602782429835,0.4483860308508773,0.44815175175805155,0.4496700307149343,0.4498178362170323,0.6648079764848204,0.6954217087280893,0.723784936314669,0.7520620221885227,0.7708439498528303,0.7708439498528303,0.7708439498528303,0.7708439498528303,0.7708439498528303,0.7708439498528303,0.7708439498528303,0.01351861922676773,0.01574072049720362,0.010533774283263445,0.014678250763680562,0.016131393969172618,0.010787869713949032,0.014932314573565579,0.016269921381378092,0.010925085818022689,0.015043948997349304,0.016307281712046415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jigawa,0.37968072714318474,0.3814114773651373,0.3835905481271181,0.3797158485903504,0.38166192911728897,0.3765305772704932,0.383010708139641,0.38067859930113623,0.376182140250367,0.3758134842934686,0.3821457356412979,0.6225423586375481,0.6579734595044553,0.6837619841606464,0.7061946578617213,0.7240232506381561,0.7368882359010667,0.7468971337401058,0.7543137859409237,0.7601353515662146,0.7630352443518158,0.7642789149703684,0.018805579164383256,0.026759643402377107,0.03671660293047318,0.024000448524175357,0.030522457785974497,0.03689603604020111,0.02427568656741963,0.030756408981696397,0.036848805601650755,0.024072300165124846,0.030647101733128738,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872,0.7777416851488872
